onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0	6.0	active_change	correct	0.17960000000000065	right
20.0	6.0	active_change	miss	n/a	n/a
26.0	6.0	active_nochange	correct	0.591899999999999	left
36.0	6.0	passive	miss	n/a	n/a
42.0	6.0	active_change	miss	n/a	n/a
52.0	6.0	active_nochange	incorrect	0.7340000000000018	right
60.0	6.0	active_change	miss	n/a	n/a
66.0	6.0	active_nochange	miss	n/a	n/a
72.0	6.0	active_change	miss	n/a	n/a
78.0	6.0	active_change	correct	0.8530999999999977	right
86.0	6.0	active_nochange	miss	n/a	n/a
92.0	6.0	active_nochange	correct	0.8336000000000041	left
100.0	6.0	active_nochange	correct	0.16030000000000655	left
106.0	6.0	passive	miss	n/a	n/a
112.0	6.0	active_change	incorrect	0.8358999999999952	left
118.0	6.0	active_nochange	miss	n/a	n/a
126.0	6.0	passive	miss	n/a	n/a
134.0	6.0	active_nochange	correct	0.25909999999998945	left
140.0	6.0	active_nochange	correct	0.8908999999999878	left
150.0	6.0	active_nochange	correct	0.6705000000000041	left
156.0	6.0	passive	n/a	0.5833000000000084	right
162.0	6.0	passive	n/a	0.6091000000000122	right
172.0	6.0	active_change	incorrect	0.7358000000000118	left
180.0	6.0	active_change	correct	0.7334999999999923	right
188.0	6.0	active_nochange	miss	n/a	n/a
194.0	6.0	active_change	correct	0.5999999999999943	right
204.0	6.0	passive	n/a	0.7717000000000098	right
210.0	6.0	active_nochange	miss	n/a	n/a
216.0	6.0	active_change	miss	n/a	n/a
222.0	6.0	active_change	correct	0.5060000000000002	right
228.0	6.0	active_nochange	correct	0.3977999999999895	left
238.0	6.0	active_change	correct	0.7244000000000028	right
244.0	6.0	active_change	incorrect	0.7301999999999964	left
252.0	6.0	active_change	incorrect	0.7950000000000159	left
258.0	6.0	active_change	correct	0.7647000000000048	right
264.0	6.0	active_nochange	correct	0.5774999999999864	left
272.0	6.0	passive	miss	n/a	n/a
280.0	6.0	passive	miss	n/a	n/a
296.0	6.0	active_nochange	correct	0.8433999999999742	left
302.0	6.0	active_nochange	correct	0.8201999999999998	left
