onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0	6.0	active_change	miss	n/a	n/a
20.0	6.0	active_change	miss	n/a	n/a
26.0	6.0	active_nochange	miss	n/a	n/a
36.0	6.0	passive	miss	n/a	n/a
42.0	6.0	active_change	miss	n/a	n/a
52.0	6.0	active_nochange	miss	n/a	n/a
60.0	6.0	active_change	correct	0.3289000000000044	right
66.0	6.0	active_nochange	miss	n/a	n/a
72.0	6.0	active_change	correct	0.7955000000000041	right
78.0	6.0	active_change	correct	0.4093000000000018	right
86.0	6.0	active_nochange	correct	0.19400000000000261	left
92.0	6.0	active_nochange	miss	n/a	n/a
100.0	6.0	active_nochange	correct	0.9665999999999997	left
106.0	6.0	passive	miss	n/a	n/a
112.0	6.0	active_change	correct	0.6422000000000025	right
118.0	6.0	active_nochange	correct	0.5550000000000068	left
126.0	6.0	passive	miss	n/a	n/a
134.0	6.0	active_nochange	correct	0.3533999999999935	left
140.0	6.0	active_nochange	incorrect	0.8573000000000093	right
150.0	6.0	active_nochange	miss	n/a	n/a
156.0	6.0	passive	miss	n/a	n/a
162.0	6.0	passive	n/a	0.8045999999999935	left
172.0	6.0	active_change	correct	0.850200000000001	right
180.0	6.0	active_change	miss	n/a	n/a
188.0	6.0	active_nochange	correct	0.41970000000000596	left
194.0	6.0	active_change	miss	n/a	n/a
204.0	6.0	passive	miss	n/a	n/a
210.0	6.0	active_nochange	incorrect	0.5250000000000057	right
216.0	6.0	active_change	incorrect	0.3807999999999936	left
222.0	6.0	active_change	correct	0.6015999999999906	right
228.0	6.0	active_nochange	correct	0.6993999999999971	left
238.0	6.0	active_change	correct	0.565100000000001	right
244.0	6.0	active_change	correct	0.4189000000000078	right
252.0	6.0	active_change	correct	0.44069999999999254	right
258.0	6.0	active_change	correct	0.9203999999999724	right
264.0	6.0	active_nochange	incorrect	0.7232999999999947	right
272.0	6.0	passive	miss	n/a	n/a
280.0	6.0	passive	miss	n/a	n/a
296.0	6.0	active_nochange	miss	n/a	n/a
302.0	6.0	active_nochange	incorrect	0.23799999999999955	right
