onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0	6.0	active_change	correct	0.37950000000000017	right
20.0	6.0	active_change	correct	0.13700000000000045	right
26.0	6.0	active_nochange	correct	0.2528000000000006	left
36.0	6.0	passive	miss	n/a	n/a
42.0	6.0	active_change	miss	n/a	n/a
52.0	6.0	active_nochange	incorrect	0.3078000000000003	right
60.0	6.0	active_change	correct	0.1004999999999967	right
66.0	6.0	active_nochange	incorrect	0.12130000000000507	right
72.0	6.0	active_change	incorrect	0.07299999999999329	left
78.0	6.0	active_change	correct	0.03879999999999484	right
86.0	6.0	active_nochange	incorrect	0.285499999999999	right
92.0	6.0	active_nochange	correct	0.6342999999999961	left
100.0	6.0	active_nochange	incorrect	0.04000000000000625	right
106.0	6.0	passive	miss	n/a	n/a
112.0	6.0	active_change	correct	0.14449999999999363	right
118.0	6.0	active_nochange	incorrect	0.1273000000000053	right
126.0	6.0	passive	n/a	0.9830000000000041	left
134.0	6.0	active_nochange	correct	0.5797000000000025	left
140.0	6.0	active_nochange	correct	0.6613999999999862	left
150.0	6.0	active_nochange	incorrect	0.7360999999999933	right
156.0	6.0	passive	miss	n/a	n/a
162.0	6.0	passive	miss	n/a	n/a
172.0	6.0	active_change	correct	0.29419999999998936	right
180.0	6.0	active_change	correct	0.27889999999999304	right
188.0	6.0	active_nochange	incorrect	0.7155999999999949	right
194.0	6.0	active_change	incorrect	0.8243999999999971	left
204.0	6.0	passive	n/a	0.9379999999999882	left
210.0	6.0	active_nochange	miss	n/a	n/a
216.0	6.0	active_change	correct	0.6655000000000086	right
222.0	6.0	active_change	incorrect	0.790300000000002	left
228.0	6.0	active_nochange	correct	0.7031000000000063	left
238.0	6.0	active_change	correct	0.7187000000000126	right
244.0	6.0	active_change	miss	n/a	n/a
252.0	6.0	active_change	correct	0.7522000000000162	right
258.0	6.0	active_change	correct	0.7398999999999774	right
264.0	6.0	active_nochange	correct	0.6616999999999962	left
272.0	6.0	passive	n/a	0.9843999999999937	left
280.0	6.0	passive	miss	n/a	n/a
296.0	6.0	active_nochange	correct	0.8025000000000091	left
302.0	6.0	active_nochange	miss	n/a	n/a
