onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0	6.0	active_change	miss	n/a	n/a
20.0	6.0	active_change	miss	n/a	n/a
26.0	6.0	active_nochange	correct	0.7844000000000015	left
36.0	6.0	passive	n/a	0.832099999999997	right
42.0	6.0	active_change	incorrect	0.7689999999999984	left
52.0	6.0	active_nochange	correct	0.5827999999999989	left
60.0	6.0	active_change	incorrect	0.5177000000000049	left
66.0	6.0	active_nochange	correct	0.5104999999999933	left
72.0	6.0	active_change	incorrect	0.4574000000000069	left
78.0	6.0	active_change	incorrect	0.9813000000000045	left
86.0	6.0	active_nochange	correct	0.5511000000000053	left
92.0	6.0	active_nochange	miss	n/a	n/a
100.0	6.0	active_nochange	correct	0.7518000000000029	left
106.0	6.0	passive	n/a	0.5996999999999986	left
112.0	6.0	active_change	miss	n/a	n/a
118.0	6.0	active_nochange	correct	0.6735000000000042	left
126.0	6.0	passive	n/a	0.4643000000000086	right
134.0	6.0	active_nochange	correct	0.6890999999999963	left
140.0	6.0	active_nochange	correct	0.6839999999999975	left
150.0	6.0	active_nochange	correct	0.4807999999999879	left
156.0	6.0	passive	n/a	0.7376999999999896	left
162.0	6.0	passive	n/a	0.8575999999999908	right
172.0	6.0	active_change	correct	0.84729999999999	right
180.0	6.0	active_change	incorrect	0.4841999999999871	left
188.0	6.0	active_nochange	correct	0.4240000000000066	left
194.0	6.0	active_change	incorrect	0.5828999999999951	left
204.0	6.0	passive	n/a	0.6757000000000062	right
210.0	6.0	active_nochange	miss	n/a	n/a
216.0	6.0	active_change	correct	0.5254999999999939	right
222.0	6.0	active_change	incorrect	0.3463000000000136	left
228.0	6.0	active_nochange	correct	0.3462000000000103	left
238.0	6.0	active_change	incorrect	0.9610000000000127	left
244.0	6.0	active_change	incorrect	0.7018999999999949	left
252.0	6.0	active_change	incorrect	0.6356999999999857	left
258.0	6.0	active_change	correct	0.38060000000001537	right
264.0	6.0	active_nochange	correct	0.5475000000000136	left
272.0	6.0	passive	n/a	0.7192999999999756	left
280.0	6.0	passive	n/a	0.8100999999999772	right
296.0	6.0	active_nochange	correct	0.7447999999999979	left
302.0	6.0	active_nochange	correct	0.6587000000000103	left
