onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0	6.0	active_change	miss	n/a	n/a
20.0	6.0	active_change	correct	0.5018999999999991	right
26.0	6.0	active_nochange	correct	0.6176999999999992	left
36.0	6.0	passive	miss	n/a	n/a
42.0	6.0	active_change	incorrect	0.4969999999999999	left
52.0	6.0	active_nochange	correct	0.5795999999999992	left
60.0	6.0	active_change	correct	0.8012999999999977	right
66.0	6.0	active_nochange	correct	0.7660000000000053	left
72.0	6.0	active_change	incorrect	0.5798000000000059	left
78.0	6.0	active_change	correct	0.6855999999999938	right
86.0	6.0	active_nochange	correct	0.6641999999999939	left
92.0	6.0	active_nochange	correct	0.9939999999999998	left
100.0	6.0	active_nochange	correct	0.4457000000000022	left
106.0	6.0	passive	miss	n/a	n/a
112.0	6.0	active_change	miss	n/a	n/a
118.0	6.0	active_nochange	correct	0.40089999999999293	left
126.0	6.0	passive	n/a	0.5686000000000035	right
134.0	6.0	active_nochange	correct	0.6373000000000104	left
140.0	6.0	active_nochange	correct	0.4089999999999918	left
150.0	6.0	active_nochange	correct	0.4906000000000006	left
156.0	6.0	passive	n/a	0.5433999999999912	right
162.0	6.0	passive	n/a	0.7110999999999876	right
172.0	6.0	active_change	correct	0.770700000000005	right
180.0	6.0	active_change	correct	0.5884000000000071	right
188.0	6.0	active_nochange	incorrect	0.8909999999999911	right
194.0	6.0	active_change	correct	0.5438000000000045	right
204.0	6.0	passive	n/a	0.6863999999999919	left
210.0	6.0	active_nochange	correct	0.7060999999999922	left
216.0	6.0	active_change	correct	0.6358999999999924	right
222.0	6.0	active_change	correct	0.5567000000000064	right
228.0	6.0	active_nochange	correct	0.5954000000000121	left
238.0	6.0	active_change	incorrect	0.9110000000000014	left
244.0	6.0	active_change	correct	0.794700000000006	right
252.0	6.0	active_change	correct	0.6263999999999896	right
258.0	6.0	active_change	correct	0.6532000000000266	right
264.0	6.0	active_nochange	correct	0.5278999999999883	left
272.0	6.0	passive	n/a	0.7606000000000108	right
280.0	6.0	passive	n/a	0.6811999999999898	left
296.0	6.0	active_nochange	correct	0.9096000000000117	left
302.0	6.0	active_nochange	correct	0.6234000000000037	left
