onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0	6.0	active_change	miss	n/a	n/a
20.0	6.0	active_change	correct	0.5809999999999995	right
26.0	6.0	active_nochange	miss	n/a	n/a
36.0	6.0	passive	n/a	0.898299999999999	right
42.0	6.0	active_change	correct	0.05310000000000059	right
52.0	6.0	active_nochange	correct	0.8856999999999999	left
60.0	6.0	active_change	correct	0.8393999999999977	right
66.0	6.0	active_nochange	correct	0.5712000000000046	left
72.0	6.0	active_change	correct	0.4509999999999934	right
78.0	6.0	active_change	incorrect	0.45770000000000266	left
86.0	6.0	active_nochange	correct	0.4823999999999984	left
92.0	6.0	active_nochange	correct	0.6111999999999966	left
100.0	6.0	active_nochange	correct	0.4749000000000052	left
106.0	6.0	passive	miss	n/a	n/a
112.0	6.0	active_change	correct	0.5035000000000025	right
118.0	6.0	active_nochange	incorrect	0.7052000000000049	right
126.0	6.0	passive	miss	n/a	n/a
134.0	6.0	active_nochange	correct	0.3726000000000056	left
140.0	6.0	active_nochange	correct	0.426400000000001	left
150.0	6.0	active_nochange	correct	0.6279999999999859	left
156.0	6.0	passive	n/a	0.7687999999999988	right
162.0	6.0	passive	n/a	0.8814999999999884	right
172.0	6.0	active_change	incorrect	0.44820000000001414	left
180.0	6.0	active_change	correct	0.6398000000000081	right
188.0	6.0	active_nochange	correct	0.3755999999999915	left
194.0	6.0	active_change	correct	0.5053000000000054	right
204.0	6.0	passive	n/a	0.8889000000000067	right
210.0	6.0	active_nochange	incorrect	0.516699999999986	right
216.0	6.0	active_change	incorrect	0.40850000000000364	left
222.0	6.0	active_change	incorrect	0.3523000000000138	left
228.0	6.0	active_nochange	correct	0.5699999999999932	left
238.0	6.0	active_change	correct	0.5826000000000136	right
244.0	6.0	active_change	correct	0.43940000000000623	right
252.0	6.0	active_change	correct	0.46409999999997353	right
258.0	6.0	active_change	correct	0.5208999999999833	right
264.0	6.0	active_nochange	correct	0.4187000000000012	left
272.0	6.0	passive	n/a	0.6023999999999887	left
280.0	6.0	passive	n/a	0.6240999999999985	left
296.0	6.0	active_nochange	correct	0.7484000000000037	left
302.0	6.0	active_nochange	correct	0.6062000000000012	left
