onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0	6.0	active_change	incorrect	0.41159999999999997	left
20.0	6.0	active_change	miss	n/a	n/a
26.0	6.0	active_nochange	incorrect	0.7722000000000016	right
36.0	6.0	passive	n/a	0.9519999999999982	right
42.0	6.0	active_change	correct	0.8567999999999998	right
52.0	6.0	active_nochange	correct	0.4735999999999976	left
60.0	6.0	active_change	correct	0.953400000000002	right
66.0	6.0	active_nochange	correct	0.7733000000000061	left
72.0	6.0	active_change	correct	0.9111000000000047	right
78.0	6.0	active_change	incorrect	0.8490000000000038	left
86.0	6.0	active_nochange	correct	0.8048000000000002	left
92.0	6.0	active_nochange	miss	n/a	n/a
100.0	6.0	active_nochange	miss	n/a	n/a
106.0	6.0	passive	miss	n/a	n/a
112.0	6.0	active_change	correct	0.9621999999999957	right
118.0	6.0	active_nochange	incorrect	0.8131000000000057	right
126.0	6.0	passive	miss	n/a	n/a
134.0	6.0	active_nochange	incorrect	0.8876999999999953	right
140.0	6.0	active_nochange	incorrect	0.7265999999999906	right
150.0	6.0	active_nochange	correct	0.9103000000000065	left
156.0	6.0	passive	n/a	0.7771999999999935	right
162.0	6.0	passive	n/a	0.7599999999999909	left
172.0	6.0	active_change	correct	0.9827999999999975	right
180.0	6.0	active_change	miss	n/a	n/a
188.0	6.0	active_nochange	incorrect	0.8704999999999927	right
194.0	6.0	active_change	correct	0.601300000000009	right
204.0	6.0	passive	n/a	0.7261000000000024	right
210.0	6.0	active_nochange	incorrect	0.9408999999999992	right
216.0	6.0	active_change	miss	n/a	n/a
222.0	6.0	active_change	correct	0.5826000000000136	right
228.0	6.0	active_nochange	incorrect	0.6955000000000098	right
238.0	6.0	active_change	correct	0.7102999999999895	right
244.0	6.0	active_change	correct	0.8140999999999963	right
252.0	6.0	active_change	miss	n/a	n/a
258.0	6.0	active_change	correct	0.5978000000000065	right
264.0	6.0	active_nochange	correct	0.9037000000000148	left
272.0	6.0	passive	n/a	0.819500000000005	left
280.0	6.0	passive	n/a	0.5393000000000256	left
296.0	6.0	active_nochange	incorrect	0.6428999999999974	right
302.0	6.0	active_nochange	incorrect	0.7828000000000088	right
