onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0	6.0	active_change	miss	n/a	n/a
20.0	6.0	active_change	incorrect	0.06119999999999948	left
26.0	6.0	active_nochange	miss	n/a	n/a
36.0	6.0	passive	miss	n/a	n/a
42.0	6.0	active_change	miss	n/a	n/a
52.0	6.0	active_nochange	miss	n/a	n/a
60.0	6.0	active_change	miss	n/a	n/a
66.0	6.0	active_nochange	incorrect	0.26670000000000016	right
72.0	6.0	active_change	correct	0.2325000000000017	right
78.0	6.0	active_change	correct	0.9292999999999978	right
86.0	6.0	active_nochange	incorrect	0.6029999999999944	right
92.0	6.0	active_nochange	correct	0.8487999999999971	left
100.0	6.0	active_nochange	correct	0.7796000000000021	left
106.0	6.0	passive	miss	n/a	n/a
112.0	6.0	active_change	correct	0.6321999999999974	right
118.0	6.0	active_nochange	correct	0.15699999999999648	left
126.0	6.0	passive	n/a	0.9967000000000041	right
134.0	6.0	active_nochange	miss	n/a	n/a
140.0	6.0	active_nochange	correct	0.8023000000000025	left
150.0	6.0	active_nochange	correct	0.671999999999997	left
156.0	6.0	passive	n/a	0.8377999999999872	right
162.0	6.0	passive	miss	n/a	n/a
172.0	6.0	active_change	incorrect	0.8563000000000045	left
180.0	6.0	active_change	correct	0.9209999999999923	right
188.0	6.0	active_nochange	correct	0.5548000000000002	left
194.0	6.0	active_change	incorrect	0.008600000000001273	left
204.0	6.0	passive	n/a	0.8651999999999873	right
210.0	6.0	active_nochange	correct	0.5809999999999889	left
216.0	6.0	active_change	correct	0.7197999999999922	right
222.0	6.0	active_change	correct	0.7375999999999863	right
228.0	6.0	active_nochange	correct	0.9724999999999966	left
238.0	6.0	active_change	incorrect	0.6611000000000047	left
244.0	6.0	active_change	incorrect	0.967899999999986	left
252.0	6.0	active_change	miss	n/a	n/a
258.0	6.0	active_change	correct	0.8014999999999759	right
264.0	6.0	active_nochange	correct	0.6843000000000075	left
272.0	6.0	passive	n/a	0.8530000000000086	right
280.0	6.0	passive	n/a	0.8358000000000061	left
296.0	6.0	active_nochange	incorrect	0.9961999999999875	right
302.0	6.0	active_nochange	miss	n/a	n/a
