onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0	6.0	active_change	miss	n/a	n/a
20.0	6.0	active_change	miss	n/a	n/a
26.0	6.0	active_nochange	miss	n/a	n/a
36.0	6.0	passive	n/a	0.09649999999999892	left
42.0	6.0	active_change	correct	0.6972999999999985	right
52.0	6.0	active_nochange	correct	0.5959000000000003	left
60.0	6.0	active_change	correct	0.671599999999998	right
66.0	6.0	active_nochange	correct	0.9823999999999984	left
72.0	6.0	active_change	miss	n/a	n/a
78.0	6.0	active_change	miss	n/a	n/a
86.0	6.0	active_nochange	correct	0.5257000000000005	left
92.0	6.0	active_nochange	correct	0.6135000000000019	left
100.0	6.0	active_nochange	correct	0.3842999999999961	left
106.0	6.0	passive	miss	n/a	n/a
112.0	6.0	active_change	correct	0.5518000000000001	right
118.0	6.0	active_nochange	correct	0.5695999999999941	left
126.0	6.0	passive	n/a	0.7452999999999861	left
134.0	6.0	active_nochange	correct	0.4099999999999966	left
140.0	6.0	active_nochange	correct	0.7487999999999886	left
150.0	6.0	active_nochange	correct	0.7384999999999877	left
156.0	6.0	passive	miss	n/a	n/a
162.0	6.0	passive	n/a	0.5661000000000058	right
172.0	6.0	active_change	correct	0.801700000000011	right
180.0	6.0	active_change	miss	n/a	n/a
188.0	6.0	active_nochange	correct	0.5230999999999995	left
194.0	6.0	active_change	correct	0.6329000000000065	right
204.0	6.0	passive	n/a	0.8386000000000138	right
210.0	6.0	active_nochange	correct	0.8533999999999935	left
216.0	6.0	active_change	miss	n/a	n/a
222.0	6.0	active_change	correct	0.5589999999999975	right
228.0	6.0	active_nochange	correct	0.4177999999999997	left
238.0	6.0	active_change	correct	0.5783999999999878	right
244.0	6.0	active_change	correct	0.6442000000000121	right
252.0	6.0	active_change	correct	0.8138999999999896	right
258.0	6.0	active_change	correct	0.5006999999999948	right
264.0	6.0	active_nochange	incorrect	0.6385000000000218	right
272.0	6.0	passive	n/a	0.7642000000000166	right
280.0	6.0	passive	n/a	0.5088999999999828	right
296.0	6.0	active_nochange	miss	n/a	n/a
302.0	6.0	active_nochange	correct	0.4551999999999907	left
