onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0	6.0	active_change	correct	0.1515000000000004	right
20.0	6.0	active_change	miss	n/a	n/a
26.0	6.0	active_nochange	miss	n/a	n/a
36.0	6.0	passive	miss	n/a	n/a
42.0	6.0	active_change	correct	0.8813000000000031	right
52.0	6.0	active_nochange	correct	0.8029000000000011	left
60.0	6.0	active_change	correct	0.823599999999999	right
66.0	6.0	active_nochange	incorrect	0.794399999999996	right
72.0	6.0	active_change	miss	n/a	n/a
78.0	6.0	active_change	correct	0.340999999999994	right
86.0	6.0	active_nochange	miss	n/a	n/a
92.0	6.0	active_nochange	miss	n/a	n/a
100.0	6.0	active_nochange	miss	n/a	n/a
106.0	6.0	passive	n/a	0.6688999999999936	right
112.0	6.0	active_change	incorrect	0.2827999999999946	left
118.0	6.0	active_nochange	incorrect	0.39159999999999684	right
126.0	6.0	passive	n/a	0.5492999999999881	right
134.0	6.0	active_nochange	correct	0.8760000000000048	left
140.0	6.0	active_nochange	correct	0.36189999999999145	left
150.0	6.0	active_nochange	correct	0.3925000000000125	left
156.0	6.0	passive	miss	n/a	n/a
162.0	6.0	passive	miss	n/a	n/a
172.0	6.0	active_change	correct	0.9857000000000085	right
180.0	6.0	active_change	correct	0.7993999999999915	right
188.0	6.0	active_nochange	correct	0.7501000000000033	left
194.0	6.0	active_change	incorrect	0.802899999999994	left
204.0	6.0	passive	miss	n/a	n/a
210.0	6.0	active_nochange	correct	0.6683999999999912	left
216.0	6.0	active_change	correct	0.708200000000005	right
222.0	6.0	active_change	correct	0.7889999999999873	right
228.0	6.0	active_nochange	correct	0.8948000000000036	left
238.0	6.0	active_change	miss	n/a	n/a
244.0	6.0	active_change	correct	0.6761999999999944	right
252.0	6.0	active_change	miss	n/a	n/a
258.0	6.0	active_change	miss	n/a	n/a
264.0	6.0	active_nochange	correct	0.7524999999999977	left
272.0	6.0	passive	n/a	0.814200000000028	right
280.0	6.0	passive	miss	n/a	n/a
296.0	6.0	active_nochange	correct	0.9424000000000206	left
302.0	6.0	active_nochange	correct	0.5851999999999862	left
